Countries,Year,Trade_GDP,Inflation_Rate,Unemployment_Rate,LFPR,Tariff_Rate,Unemployment_Rate_Lag,Trade_GDP_Lag,Inflation_Lagged,POST_WTO,Interaction
Canada,2020,61.1567709632763,0.716999632307827,9.657,64.097,1.49,5.69,66.1714852804959,1.94926902411592,1,590.5909371923592
Canada,2021,62.2468367159421,3.39519318527527,7.527,65.195,2.35,9.657,61.1567709632763,0.716999632307827,1,468.53193996089624
Canada,2022,67.3176215563989,6.80280115341612,5.279,65.247,1.37,7.527,62.2468367159421,3.39519318527527,1,355.3697241962298
Germany,2000,59.1955992975405,1.44026838719741,7.917,57.989,2.41,8.854,51.519227436406,0.585433064230783,0,0.0
Germany,2001,59.5592863682118,1.98385731334471,7.773,57.899,3.37,7.917,59.1955992975405,1.44026838719741,1,462.9543329401103
Germany,2002,58.3325687248129,1.42080615551526,8.482,57.79,2.45,7.773,59.5592863682118,1.98385731334471,1,494.776847923863
Germany,2003,58.9145442942507,1.03422218628562,9.779,57.846,2.52,8.482,58.3325687248129,1.42080615551526,1,576.1253286534776
Germany,2004,62.9064909465164,1.66573696655991,10.727,57.458,2.24,9.779,58.9145442942507,1.03422218628562,1,674.7979283832815
Germany,2005,66.9531024934321,1.54691114751328,11.193,58.332,2.46,10.727,62.9064909465164,1.66573696655991,1,749.4060762089855
Germany,2006,72.7591934646234,1.57742642840563,10.277,58.997,2.3,11.193,66.9531024934321,1.54691114751328,1,747.7462312359346
Germany,2007,74.8838416816798,2.2983440070095,8.732,59.065,2.24,10.277,72.7591934646234,1.57742642840563,1,653.8857055644279
Germany,2008,76.1131665945746,2.62837981637219,7.508,59.087,1.72,8.732,74.8838416816798,2.2983440070095,1,571.457654792066
Germany,2009,66.1391275757126,0.312739007368446,7.88,59.211,1.85,7.508,76.1131665945746,2.62837981637219,1,521.1763252966153
Germany,2010,73.8852351200263,1.1038103778926,7.043,59.312,2.13,7.88,66.1391275757126,0.312739007368446,1,520.3737109503452
Germany,2011,78.433002901442,2.07517283735874,5.967,59.853,1.59,7.043,73.8852351200263,1.1038103778926,1,468.0097283129044
Germany,2012,79.3316495670315,2.00848884782956,5.372,59.958,1.46,5.967,78.433002901442,2.07517283735874,1,426.1696214740932
Germany,2013,77.5860288576931,1.50472330251876,5.316,60.278,1.49,5.372,79.3316495670315,2.00848884782956,1,412.44732940749645
Germany,2014,76.8483516336234,0.906794000434245,4.979,60.378,2.03,5.316,77.5860288576931,1.50472330251876,1,382.6279427838109
Germany,2015,77.7565815686922,0.514426137125456,4.612,60.22,2.02,4.979,76.8483516336234,0.906794000434245,1,358.61335419480844
Germany,2016,76.0059902166055,0.491747008445174,4.104,60.411,2.09,4.612,77.7565815686922,0.514426137125456,1,311.92858384894896
Germany,2017,77.4548394742448,1.50949485109628,3.781,60.659,1.96,4.104,76.0059902166055,0.491747008445174,1,292.8567480521196
Germany,2018,79.1252260463654,1.73216879766941,3.384,60.859,1.83,3.781,77.4548394742448,1.50949485109628,1,267.7597649409005
Germany,2019,79.0732427175683,1.44565976888253,3.163,61.307,1.84,3.384,79.1252260463654,1.73216879766941,1,250.10866671566853
Germany,2020,72.9335327120137,0.144877925813981,3.881,60.478,1.48,3.163,79.0732427175683,1.44565976888253,1,283.0550404553252
Germany,2021,79.9195348609851,3.06666666666673,3.594,60.395,1.39,3.881,72.9335327120137,0.144877925813981,1,287.2308082903804
Germany,2022,88.7857542130501,6.87257438551096,3.137,60.835,1.33,3.594,79.9195348609851,3.06666666666673,1,278.52091096633814
Spain,2000,60.1216241049216,3.43351563418766,13.785,52.889,2.41,15.475,54.6969131882495,2.31034813987067,0,0.0
Spain,2001,58.0138895625701,3.58983413338112,10.348,52.093,3.37,13.785,60.1216241049216,3.43351563418766,1,600.3277291934754
Spain,2002,55.1021415309759,3.06565685902219,11.146,53.661,2.45,10.348,58.0138895625701,3.58983413338112,1,614.1684695042575
Spain,2003,53.4357897202258,3.03888839396655,11.283,54.819,2.52,11.146,55.1021415309759,3.06565685902219,1,602.9160154133076
Spain,2004,54.4795182656074,3.03924881090924,11.09,55.73,2.24,11.283,53.4357897202258,3.03888839396655,1,604.1778575655861
Spain,2005,54.6991667043772,3.36881409750383,9.146,56.881,2.46,11.09,54.4795182656074,3.03924881090924,1,500.2785786782339
Spain,2006,56.0839263823216,3.51557576832128,8.452,57.835,2.3,9.146,54.6991667043772,3.36881409750383,1,474.0213457833822
Spain,2007,57.6269487657546,2.78679745804945,8.232,58.335,2.24,8.452,56.0839263823216,3.51557576832128,1,474.3850422396918
Spain,2008,55.8281315172523,4.07534335957339,11.254,59.084,1.72,8.232,57.6269487657546,2.78679745804945,1,628.2897920951574
Spain,2009,46.8366899971109,-0.28781308353524,17.857,59.251,1.85,11.254,55.8281315172523,4.07534335957339,1,836.3627732784093
Spain,2010,52.6933699734019,1.79986457728768,19.86,59.357,2.13,17.857,46.8366899971109,-0.28781308353524,1,1046.4903276717616
Spain,2011,58.5118228859632,3.1961018883379,21.39,59.373,1.59,19.86,52.6933699734019,1.79986457728768,1,1251.5678915307528
Spain,2012,60.5540346961864,2.44612782366808,24.789,59.403,1.46,21.39,58.5118228859632,3.1961018883379,1,1501.0739660837648
Spain,2013,61.6687726441327,1.40858109183018,26.094,59.131,1.49,24.789,60.5540346961864,2.44612782366808,1,1609.1849533759987
Spain,2014,63.39926213895,-0.151114837527234,24.441,58.733,2.03,26.094,61.6687726441327,1.40858109183018,1,1549.541365938077
Spain,2015,63.5820412248232,-0.500365709903242,22.057,58.623,2.02,24.441,63.39926213895,-0.151114837527234,1,1402.4290832959252
Spain,2016,63.1886778507294,-0.202598000426452,19.635,58.325,2.09,22.057,63.5820412248232,-0.500365709903242,1,1240.709689599072
Spain,2017,66.167446137857,1.95607633363963,17.224,58.047,1.96,19.635,63.1886778507294,-0.202598000426452,1,1139.668092278449
Spain,2018,67.0094103982921,1.6749813686379,15.255,57.634,1.83,17.224,66.167446137857,1.95607633363963,1,1022.2285556259461
Spain,2019,66.3662250440692,0.699518994458738,14.104,57.626,1.84,15.255,67.0094103982921,1.6749813686379,1,936.0292380215519
Spain,2020,59.4461280147076,-0.322753017299739,15.532,56.401,1.48,14.104,66.3662250440692,0.699518994458738,1,923.3172603244384
Spain,2021,66.524588943191,3.09313511976419,14.914,57.272,1.39,15.532,59.4461280147076,-0.322753017299739,1,992.1477194987507
Spain,2022,78.4657338703054,8.39057634118626,13.033,57.571,1.33,14.914,66.524588943191,3.09313511976419,1,1022.6439095316903
France,2000,57.7860470318197,1.67595988720928,10.218,55.303,2.41,11.981,51.6706614638734,0.537141639134596,0,0.0
France,2001,56.8932328560722,1.63478079549599,8.61,55.122,3.37,10.218,57.7860470318197,1.67595988720928,1,489.8507348907816
France,2002,55.1325248503102,1.92341228727063,8.702,55.399,2.45,8.61,56.8932328560722,1.63478079549599,1,479.76323124739935
France,2003,52.5988822870657,2.09847219146919,8.306,55.989,2.52,8.702,55.1325248503102,1.92341228727063,1,436.88631627636767
France,2004,53.7497648292028,2.14208964640238,8.914,55.85,2.24,8.306,52.5988822870657,2.09847219146919,1,479.12540368751377
France,2005,55.8228361241299,1.74586936380487,8.882,55.989,2.46,8.914,53.7497648292028,2.14208964640238,1,495.8184304545218
France,2006,57.8692775292673,1.67512449608726,8.832,55.916,2.3,8.882,55.8228361241299,1.74586936380487,1,511.10145913848885
France,2007,58.1525611309659,1.48799805953859,8.008,56.064,2.24,8.832,57.8692775292673,1.67512449608726,1,465.6857095367749
France,2008,59.1797928411748,2.81286194914785,7.386,56.132,1.72,8.008,58.1525611309659,1.48799805953859,1,437.1019499249171
France,2009,52.1991123027613,0.0876204781574653,9.122,56.31,1.85,7.386,59.1797928411748,2.81286194914785,1,476.1603024257886
France,2010,56.587555247796,1.53112270420918,9.279,56.216,2.13,9.122,52.1991123027613,0.0876204781574653,1,525.075925144299
France,2011,60.6056354816406,2.11159795175,9.228,56.019,1.59,9.279,56.587555247796,1.53112270420918,1,559.2688042245794
France,2012,61.6589570771102,1.95419531613509,9.841,56.226,1.46,9.228,60.6056354816406,2.11159795175,1,606.7857965958415
France,2013,61.8192338733962,0.863715497861804,9.913,56.27,1.49,9.841,61.6589570771102,1.95419531613509,1,612.8140653869765
France,2014,62.1992669379507,0.507758822937989,10.273,55.764,2.03,9.913,61.8192338733962,0.863715497861804,1,638.9730692535676
France,2015,63.5046871956484,0.0375143805125181,10.354,55.621,2.02,10.273,62.1992669379507,0.507758822937989,1,657.5275312237435
France,2016,63.3427564383351,0.183334861123764,10.057,55.399,2.09,10.354,63.5046871956484,0.0375143805125181,1,637.0381015003361
France,2017,65.3958481559711,1.03228275064681,9.409,55.258,1.96,10.057,63.3427564383351,0.183334861123764,1,615.3095352995321
France,2018,66.8022607812266,1.85081508315492,9.018,55.3,1.83,9.409,65.3958481559711,1.03228275064681,1,602.4227877251014
France,2019,66.4289771741449,1.10825492288293,8.415,54.939,1.84,9.018,66.8022607812266,1.85081508315492,1,558.9998429204293
France,2020,58.8388907240647,0.476498852725065,8.009,54.271,1.48,8.415,66.4289771741449,1.10825492288293,1,471.2406758090342
France,2021,63.788482630872,1.64233141038393,7.871,55.552,1.39,8.009,58.8388907240647,0.476498852725065,1,502.0791467875935
France,2022,75.9630077981996,5.22236748369725,7.303,55.835,1.33,7.871,63.788482630872,1.64233141038393,1,554.7578459502516
United Kingdom,2000,52.3380212335903,1.18295624210408,5.558,61.338,2.41,6.042,49.4683905163429,1.7529508005142,0,0.0
United Kingdom,2001,52.6342367336438,1.53234960272418,4.696,60.966,3.37,5.558,52.3380212335903,1.18295624210408,1,247.1703757011913
United Kingdom,2002,51.2361820991323,1.52040245947455,5.037,61.254,2.45,4.696,52.6342367336438,1.53234960272418,1,258.0766492333294
United Kingdom,2003,50.0681187039704,1.37650038542013,4.807,61.368,2.52,5.037,51.2361820991323,1.52040245947455,1,240.67744660998574
United Kingdom,2004,50.2885521756133,1.39039756680422,4.594,61.417,2.24,4.807,50.0681187039704,1.37650038542013,1,231.0256086947675
United Kingdom,2005,52.5442740383211,2.0891364902507,4.884,61.666,2.46,4.594,50.2885521756133,1.39039756680422,1,256.62623440316025
United Kingdom,2006,56.7047791729812,2.4556616643929,5.472,62.098,2.3,4.884,52.5442740383211,2.0891364902507,1,310.28855163455313
United Kingdom,2007,52.7493524964733,2.38656150773327,5.399,61.942,2.24,5.472,56.7047791729812,2.4556616643929,1,284.79375412845934
United Kingdom,2008,56.4365501052604,3.52140856342539,5.748,62.185,1.72,5.399,52.7493524964733,2.38656150773327,1,324.3972900050368
United Kingdom,2009,54.6537301085991,1.96173173560109,7.683,61.994,1.85,5.748,56.4365501052604,3.52140856342539,1,419.90460842436687
United Kingdom,2010,59.0511802227821,2.49265472467065,7.973,61.801,2.13,7.683,54.6537301085991,1.96173173560109,1,470.8150599162417
United Kingdom,2011,63.3240615708901,3.8561124468282,8.195,61.778,1.59,7.973,59.0511802227821,2.49265472467065,1,518.9406845734444
United Kingdom,2012,61.9688704472535,2.5732347965453,8.279,61.99,1.46,8.195,63.3240615708901,3.8561124468282,1,513.0402784328118
United Kingdom,2013,61.7195395154583,2.29166666666659,7.752,62.009,1.49,8.279,61.9688704472535,2.5732347965453,1,478.4498703238327
United Kingdom,2014,58.8210228333296,1.45112016293279,6.398,62.131,2.03,7.752,61.7195395154583,2.29166666666659,1,376.3369040876428
United Kingdom,2015,57.125044605439,0.36804684232536,5.552,62.25,2.02,6.398,58.8210228333296,1.45112016293279,1,317.1582476493973
United Kingdom,2016,59.8395315138259,1.0084173681141,4.909,62.408,2.09,5.552,57.125044605439,0.36804684232536,1,293.7522602013713
United Kingdom,2017,63.1899245764158,2.55775577557747,4.501,62.412,1.96,4.909,59.8395315138259,1.0084173681141,1,284.41785051844755
United Kingdom,2018,64.9097721959201,2.29283990345938,4.145,62.619,1.83,4.501,63.1899245764158,2.55775577557747,1,269.05100575208877
United Kingdom,2019,65.0035664177054,1.73810460086513,3.657,62.625,1.84,4.145,64.9097721959201,2.29283990345938,1,237.71804238954866
United Kingdom,2020,59.1598893030611,0.989486703772491,4.472,62.573,1.28,3.657,65.0035664177054,1.73810460086513,1,264.56302496328925
United Kingdom,2021,58.53838629291,2.51837109614213,4.864,61.973,0.72,4.472,59.1598893030611,0.989486703772491,1,284.73071092871425
United Kingdom,2022,69.1989264413981,7.92204883147902,3.768,61.905,1.0,4.864,58.53838629291,2.51837109614213,1,260.741554831188
Italy,2000,50.2747311455639,2.53768532095002,10.834,47.818,2.41,11.681,44.5298402267013,1.66345995007714,0,0.0
Italy,2001,49.8632723203495,2.78516542713554,9.599,47.882,3.37,10.834,50.2747311455639,2.53768532095002,1,478.6375510030349
Italy,2002,47.8713186791542,2.46532319171165,9.211,48.244,2.45,9.599,49.8632723203495,2.78516542713554,1,440.9427163536894
Italy,2003,45.9940859777074,2.6725555277285,8.869,48.624,2.52,9.211,47.8713186791542,2.46532319171165,1,407.92154853628693
Italy,2004,47.2663923891771,2.20673661423657,7.866,49.489,2.24,8.869,45.9940859777074,2.6725555277285,1,371.79744253326703
Italy,2005,49.1221742288618,1.9852929852798,7.73,48.916,2.46,7.866,47.2663923891771,2.20673661423657,1,379.71440678910176
Italy,2006,52.9235429597012,2.09084391012754,6.777,48.88,2.3,7.73,49.1221742288618,1.9852929852798,1,358.6628506378951
Italy,2007,54.8280415572531,1.82974112202403,6.076,48.578,2.24,6.777,52.9235429597012,2.09084391012754,1,333.1351805018698
Italy,2008,54.2142548956671,3.34783258401022,6.723,48.921,1.72,6.076,54.8280415572531,1.82974112202403,1,364.4824356635699
Italy,2009,45.1414765721604,0.774768131387381,7.749,48.283,1.85,6.723,54.2142548956671,3.34783258401022,1,349.80130195767094
Italy,2010,51.6621118138339,1.52551602118248,8.363,47.994,2.13,7.749,45.1414765721604,0.774768131387381,1,432.0502410990929
Italy,2011,54.4722149449288,2.78063272879323,8.359,47.882,1.59,8.363,51.6621118138339,1.52551602118248,1,455.33324472465983
Italy,2012,54.8844952702204,3.04136333226775,10.655,48.809,1.46,8.359,54.4722149449288,2.78063272879323,1,584.7942971041983
Italy,2013,54.0341846317499,1.21999342274306,12.149,48.494,1.49,10.655,54.8844952702204,3.04136333226775,1,656.4613090911295
Italy,2014,54.4545299332032,0.241047429826756,12.683,48.731,2.03,12.149,54.0341846317499,1.21999342274306,1,690.6468031428161
Italy,2015,55.4356858148221,0.0387903996579733,11.896,48.621,2.02,12.683,54.4545299332032,0.241047429826756,1,659.4629184531237
Italy,2016,54.4321467018313,-0.09401665691575,11.688,49.164,2.09,11.896,55.4356858148221,0.0387903996579733,1,636.2029306510043
Italy,2017,57.5829940274911,1.22653316645812,11.211,49.501,1.96,11.688,54.4321467018313,-0.09401665691575,1,645.5629460422027
Italy,2018,59.2749835128154,1.13748763600391,10.538,49.621,1.83,11.211,57.5829940274911,1.22653316645812,1,624.6397762580488
Italy,2019,58.6941902594738,0.611246943765304,9.884,49.589,1.84,10.538,59.2749835128154,1.13748763600391,1,580.1333765246391
Italy,2020,53.9394839042764,-0.13770757391651,9.192,48.218,1.48,9.884,58.6941902594738,0.611246943765304,1,495.8117360481087
Italy,2021,60.3019776202798,1.87378325762481,9.497,48.443,1.39,9.192,53.9394839042764,-0.13770757391651,1,572.6878814597973
Italy,2022,72.0165023032697,8.20128991161718,8.069,49.034,1.33,9.497,60.3019776202798,1.87378325762481,1,581.1011570850833
Japan,1992,17.018068824019,1.7602830605927,2.158,63.989,4.24,2.059,17.7594512543168,3.25143848753308,0,0.0
Japan,1993,15.7233391305175,1.24304589707924,2.539,63.809,4.36,2.158,17.018068824019,1.7602830605927,0,0.0
Japan,1994,15.8103062322757,0.695458057869004,2.89,63.609,4.3,2.539,15.7233391305175,1.24304589707924,0,0.0
Japan,1995,16.3901049340172,-0.127899045020446,3.15,63.419,5.22,2.89,15.8103062322757,0.695458057869004,0,0.0
Japan,1996,18.2538682255522,0.136600358575909,3.383,63.488,5.59,3.15,16.3901049340172,-0.127899045020446,0,0.0
Japan,1997,19.7835176233669,1.74780458692133,3.374,63.674,4.33,3.383,18.2538682255522,0.136600358575909,0,0.0
Japan,1998,19.0031862223377,0.661974191385911,4.078,63.329,4.17,3.374,19.7835176233669,1.74780458692133,0,0.0
Japan,1999,18.1256307166911,-0.341296928327554,4.677,62.847,4.42,4.078,19.0031862223377,0.661974191385911,0,0.0
Japan,2000,19.5623715839054,-0.676578683595175,4.748,62.442,4.49,4.677,18.1256307166911,-0.341296928327554,0,0.0
Japan,2001,19.5596044720071,-0.740055504162738,5.02,61.993,5.75,4.748,19.5623715839054,-0.676578683595175,1,98.18921444947563
Japan,2002,20.4471220661583,-0.923494026942321,5.386,61.234,5.52,5.02,19.5596044720071,-0.740055504162738,1,110.12819944832862
Japan,2003,21.3261252678119,-0.256541816316025,5.251,60.766,5.23,5.386,20.4471220661583,-0.923494026942321,1,111.9834837812803
Japan,2004,23.6643534228975,-0.00857338820310272,4.734,60.42,4.0,5.251,21.3261252678119,-0.256541816316025,1,112.02704910399676
Japan,2005,26.2299545778565,-0.282946068764391,4.446,60.418,3.58,4.734,23.6643534228975,-0.00857338820310272,1,116.61837805315
Japan,2006,30.0163760986692,0.249355116079085,4.192,60.423,2.82,4.446,26.2299545778565,-0.282946068764391,1,125.82864860562128
Japan,2007,32.816578051879,0.060039454498669,3.888,60.395,2.74,4.192,30.0163760986692,0.249355116079085,1,127.59085546570554
Japan,2008,34.1294765412245,1.3800788616492,4.002,60.155,2.49,3.888,32.816578051879,0.060039454498669,1,136.58616511798044
Japan,2009,24.3901665338555,-1.35283672951719,5.068,59.864,2.91,4.002,34.1294765412245,1.3800788616492,1,123.60936399357966
Japan,2010,28.4984726938389,-0.728243207517779,5.102,59.579,2.2,5.068,24.3901665338555,-1.35283672951719,1,145.39920768396607
Japan,2011,30.1949607286296,-0.27245561610124,4.55,59.249,2.37,5.102,28.4984726938389,-0.728243207517779,1,137.38707131526468
Japan,2012,30.4709109171752,-0.0440645104432602,4.358,59.012,2.27,4.55,30.1949607286296,-0.27245561610124,1,132.7922297770495
Japan,2013,33.9787686509511,0.335037912184741,4.038,59.245,1.18,4.358,30.4709109171752,-0.0440645104432602,1,137.20626781254057
Japan,2014,37.4314345686579,2.75922671353253,3.589,59.443,2.29,4.038,33.9787686509511,0.335037912184741,1,134.3414186669132
Japan,2015,35.4274083544798,0.795279630579839,3.385,59.499,2.3,3.589,37.4314345686579,2.75922671353253,1,119.92177727991412
Japan,2016,31.3102468455884,-0.127258844489754,3.132,59.986,2.55,3.385,35.4274083544798,0.795279630579839,1,98.06369312038287
Japan,2017,34.4232135721686,0.484199796126385,2.822,60.444,2.51,3.132,31.3102468455884,-0.127258844489754,1,97.14230870065978
Japan,2018,36.609931802107,0.989094598021848,2.467,61.446,2.45,2.822,34.4232135721686,0.484199796126385,1,90.31670175579796
Japan,2019,35.2164181084145,0.46877615938395,2.351,62.008,3.53,2.467,36.609931802107,0.989094598021848,1,82.7937989728825
Japan,2020,31.335208636773,-0.024995834027731,2.809,61.947,2.22,2.351,35.2164181084145,0.46877615938395,1,88.02060106069537
Japan,2021,36.7384462280698,-0.233352779398264,2.808,62.053,1.84,2.809,31.335208636773,-0.024995834027731,1,103.16155700841999
Japan,2022,46.8129868368938,2.49770278172255,2.614,62.502,1.64,2.808,36.7384462280698,-0.233352779398264,1,122.36914759164038
South Korea,1992,47.2068242485094,6.21328146355184,2.513,60.394,8.53,2.407,48.2898598963294,9.33279048161495,0,0.0
South Korea,1995,51.3967337856387,4.48074108557248,2.063,61.46,6.84,2.476,47.7418242135125,6.26585950039679,0,0.0
South Korea,1996,51.6134521171463,4.92454354292754,2.048,61.669,15.02,2.063,51.3967337856387,4.48074108557248,0,0.0
South Korea,1997,55.894947743273,4.4389318457463,2.608,62.022,13.45,2.048,51.6134521171463,4.92454354292754,0,0.0
South Korea,1998,66.3289851108207,7.51358008079307,6.963,60.213,13.61,2.608,55.894947743273,4.4389318457463,0,0.0
South Korea,1999,57.8948578896383,0.81295725444637,6.342,60.179,5.9,6.963,66.3289851108207,7.51358008079307,0,0.0
South Korea,2000,64.0588155729056,2.25916580080157,4.063,60.754,9.55,6.342,57.8948578896383,0.81295725444637,0,0.0
South Korea,2001,60.4277386641693,4.06657587897792,3.699,61.11,10.41,4.063,64.0588155729056,2.25916580080157,1,223.52220531876222
South Korea,2002,56.6688767960273,2.76226210296599,3.046,61.617,9.98,3.699,60.4277386641693,4.06657587897792,1,172.61339872069914
South Korea,2003,59.4242945541732,3.51487451459939,3.348,61.113,9.7,3.046,56.6688767960273,2.76226210296599,1,198.95253816737187
